proteinA,proteinB
prot_1411,prot_1676
prot_201,prot_44
prot_2373,prot_1682
prot_1796,prot_641
prot_146,prot_2317
prot_1569,prot_1292
prot_1344,prot_219
prot_514,prot_1942
prot_2487,prot_530
prot_528,prot_2297
prot_1157,prot_1094
prot_2261,prot_1444
prot_444,prot_386
prot_117,prot_1771
prot_239,prot_402
prot_1797,prot_1921
prot_1749,prot_630
prot_1156,prot_1130
prot_2474,prot_1648
prot_796,prot_814
prot_2436,prot_1259
prot_500,prot_963
prot_1125,prot_2188
prot_2043,prot_311
prot_2105,prot_341
prot_1662,prot_2510
prot_695,prot_2151
prot_819,prot_475
prot_1395,prot_1307
prot_1309,prot_2379
prot_1484,prot_294
prot_592,prot_1613
prot_1418,prot_522
prot_426,prot_2062
prot_920,prot_1092
prot_1263,prot_2356
prot_1223,prot_304
prot_1822,prot_1299
prot_2012,prot_2192
prot_2299,prot_714
prot_1328,prot_1974
prot_1488,prot_2419
prot_1575,prot_413
prot_689,prot_1929
prot_555,prot_410
prot_2153,prot_1700
prot_1021,prot_1275
prot_457,prot_344
prot_1374,prot_1304
prot_763,prot_2362
prot_1435,prot_1447
prot_1433,prot_1888
prot_970,prot_1481
prot_1163,prot_153
prot_2393,prot_466
prot_532,prot_1587
prot_1196,prot_331
prot_431,prot_1995
prot_859,prot_1071
prot_2414,prot_229
prot_526,prot_1113
prot_1411,prot_2505
prot_201,prot_2376
prot_2373,prot_120
prot_1796,prot_1498
prot_146,prot_185
prot_1569,prot_1824
prot_1344,prot_929
prot_514,prot_2014
prot_1061,prot_1734
prot_2487,prot_2401
prot_528,prot_193
prot_2261,prot_1762
prot_444,prot_2232
prot_117,prot_1240
prot_239,prot_1733
prot_1797,prot_1988
prot_1749,prot_2064
prot_1156,prot_128
prot_2474,prot_282
prot_796,prot_421
prot_2436,prot_2006
prot_500,prot_2242
prot_1125,prot_2244
prot_2105,prot_2260
prot_1662,prot_1895
prot_695,prot_471
prot_819,prot_2349
prot_1395,prot_2051
prot_1309,prot_1795
prot_1484,prot_1903
prot_592,prot_2466
prot_1418,prot_2228
prot_426,prot_168
prot_920,prot_2119
prot_1263,prot_36
prot_1223,prot_101
prot_1822,prot_1813
prot_2012,prot_2493
prot_2299,prot_605
prot_1328,prot_1938
prot_1488,prot_196
prot_1575,prot_1996
prot_689,prot_1684
prot_555,prot_2087
prot_2153,prot_1599
prot_1021,prot_1204
prot_457,prot_315
prot_1374,prot_1414
prot_763,prot_861
prot_1435,prot_2093
prot_1433,prot_1704
prot_970,prot_835
prot_1163,prot_1135
prot_2393,prot_214
prot_532,prot_2262
prot_1196,prot_1067
prot_431,prot_1502
prot_859,prot_1868
prot_2414,prot_1317
prot_526,prot_1038
prot_1411,prot_876
prot_201,prot_1348
prot_2373,prot_1450
prot_1796,prot_1773
prot_146,prot_783
prot_1569,prot_1137
prot_1344,prot_2469
prot_514,prot_1854
prot_1061,prot_627
prot_2487,prot_1756
prot_528,prot_449
prot_1157,prot_2355
prot_2261,prot_1816
prot_444,prot_1287
prot_117,prot_1379
prot_239,prot_1802
prot_1797,prot_1126
prot_1749,prot_1652
prot_1156,prot_1930
prot_2474,prot_931
prot_796,prot_1786
prot_2436,prot_793
prot_500,prot_519
prot_1125,prot_390
prot_2043,prot_972
prot_2105,prot_1099
prot_1662,prot_2313
prot_695,prot_2095
prot_819,prot_2204
prot_1395,prot_279
prot_1309,prot_220
prot_1484,prot_2400
prot_592,prot_1442
prot_1418,prot_1514
prot_426,prot_318
prot_920,prot_2307
prot_1263,prot_652
prot_1223,prot_2444
prot_1822,prot_858
prot_2012,prot_1861
prot_2299,prot_1466
prot_1328,prot_1691
prot_1488,prot_1405
prot_1575,prot_1870
prot_689,prot_631
prot_555,prot_296
prot_2153,prot_1780
prot_1021,prot_1247
prot_457,prot_2018
prot_1374,prot_439
prot_763,prot_495
prot_970,prot_1266
prot_1163,prot_223
prot_2393,prot_1842
prot_532,prot_195
prot_1196,prot_1244
prot_431,prot_1732
prot_2414,prot_2320
prot_1411,prot_473
prot_201,prot_1793
prot_2373,prot_1750
prot_1796,prot_1591
prot_146,prot_126
prot_1569,prot_2011
prot_1344,prot_454
prot_514,prot_474
prot_1061,prot_107
prot_2487,prot_2382
prot_528,prot_1288
prot_1157,prot_2339
prot_2261,prot_1194
prot_444,prot_496
prot_117,prot_1960
prot_239,prot_829
prot_1797,prot_2224
prot_1749,prot_1826
prot_1156,prot_1170
prot_2474,prot_1210
prot_796,prot_446
prot_2436,prot_1889
prot_500,prot_337
prot_1125,prot_484
prot_2043,prot_880
prot_1662,prot_1286
prot_695,prot_1517
prot_819,prot_1460
prot_1395,prot_728
prot_1309,prot_1621
prot_1484,prot_877
prot_592,prot_845
prot_426,prot_715
prot_920,prot_1088
prot_1263,prot_40
prot_1822,prot_1431
prot_2299,prot_1485
prot_1328,prot_2100
prot_1488,prot_611
prot_1575,prot_1470
prot_689,prot_2180
prot_555,prot_1987
prot_2153,prot_1500
prot_1021,prot_2408
prot_457,prot_1040
prot_1374,prot_378
prot_763,prot_2147
prot_1435,prot_2032
prot_1433,prot_1957
prot_970,prot_379
prot_1163,prot_1530
prot_2393,prot_2081
prot_532,prot_1834
prot_1196,prot_2143
prot_431,prot_1666
prot_859,prot_1830
prot_2414,prot_2110
prot_526,prot_234
prot_1411,prot_2315
prot_201,prot_2423
prot_1796,prot_2020
prot_1569,prot_1032
prot_1344,prot_1663
prot_514,prot_587
prot_1061,prot_1107
prot_2487,prot_1664
prot_528,prot_697
prot_1157,prot_1323
prot_2261,prot_96
prot_444,prot_2057
prot_117,prot_1159
prot_239,prot_2133
prot_1797,prot_351
prot_1749,prot_2308
prot_1156,prot_1558
prot_2474,prot_531
prot_796,prot_1073
prot_2436,prot_1671
prot_500,prot_1851
prot_1125,prot_804
prot_2043,prot_2344
prot_2105,prot_2194
prot_1662,prot_1711
prot_695,prot_827
prot_1395,prot_2128
prot_1309,prot_2464
prot_1484,prot_1608
prot_592,prot_2083
prot_426,prot_477
prot_920,prot_2206
prot_1263,prot_1176
prot_1223,prot_1677
prot_1822,prot_1883
prot_2012,prot_2277
prot_2299,prot_665
prot_1328,prot_305
prot_1575,prot_2185
prot_555,prot_1321
prot_2153,prot_1106
prot_457,prot_2050
prot_1374,prot_287
prot_763,prot_321
prot_1435,prot_2323
prot_1433,prot_927
prot_2393,prot_1487
prot_532,prot_2310
prot_1196,prot_2439
prot_431,prot_2506
prot_859,prot_1146
prot_2414,prot_2166
prot_526,prot_1300
prot_1411,prot_365
prot_201,prot_174
prot_2373,prot_358
prot_146,prot_535
prot_1569,prot_915
prot_1344,prot_935
prot_514,prot_2068
prot_1061,prot_343
prot_2487,prot_26
prot_528,prot_1924
prot_1157,prot_536
prot_444,prot_573
prot_117,prot_537
prot_239,prot_1585
prot_1797,prot_385
prot_1749,prot_653
prot_1156,prot_2031
prot_2474,prot_1451
prot_796,prot_1593
prot_2436,prot_2410
prot_500,prot_2512
prot_1125,prot_450
prot_2043,prot_207
prot_2105,prot_735
prot_1662,prot_99
prot_695,prot_2013
prot_819,prot_2306
prot_1395,prot_134
prot_1309,prot_1281
prot_920,prot_1493
prot_1263,prot_1278
prot_1223,prot_1611
prot_1822,prot_1927
prot_2012,prot_1506
prot_2299,prot_2352
prot_1328,prot_1105
prot_1488,prot_125
prot_1575,prot_86
prot_689,prot_2351
prot_555,prot_2468
prot_2153,prot_2172
prot_1021,prot_811
prot_457,prot_1754
prot_1374,prot_1980
prot_763,prot_2251
prot_1435,prot_16
prot_1433,prot_1349
prot_970,prot_2470
prot_1163,prot_430
prot_2393,prot_2227
prot_1196,prot_104
prot_859,prot_1745
prot_2414,prot_1644
prot_526,prot_1398
prot_1411,prot_1998
prot_201,prot_539
prot_2373,prot_2524
prot_1796,prot_559
prot_146,prot_1590
prot_1569,prot_2446
prot_1344,prot_683
prot_514,prot_1472
prot_2487,prot_1770
prot_528,prot_2282
prot_1157,prot_498
prot_2261,prot_269
prot_444,prot_646
prot_117,prot_2008
prot_239,prot_1768
prot_1797,prot_2248
prot_1749,prot_8
prot_1156,prot_397
prot_2474,prot_515
prot_796,prot_147
prot_2436,prot_1057
prot_1125,prot_319
prot_2043,prot_629
prot_1662,prot_648
prot_695,prot_1623
prot_819,prot_2429
prot_1395,prot_1539
prot_1309,prot_983
prot_1484,prot_1989
prot_592,prot_1034
prot_426,prot_2052
prot_920,prot_91
prot_1263,prot_654
prot_1223,prot_2195
prot_1822,prot_1632
prot_1328,prot_2139
prot_1488,prot_1495
prot_1575,prot_1550
prot_689,prot_464
prot_555,prot_1845
prot_2153,prot_21
prot_1021,prot_692
prot_457,prot_89
prot_763,prot_2463
prot_970,prot_237
prot_1163,prot_1174
prot_2393,prot_434
prot_532,prot_1342
prot_1196,prot_208
prot_431,prot_2477
prot_859,prot_70
prot_2414,prot_2406
prot_526,prot_785
prot_1411,prot_708
prot_201,prot_1710
prot_2373,prot_212
prot_1796,prot_297
prot_146,prot_713
prot_1569,prot_2404
prot_1344,prot_1596
prot_514,prot_1961
prot_1095,prot_769
prot_1061,prot_98
prot_2487,prot_2396
prot_528,prot_2223
prot_1157,prot_470
prot_2261,prot_686
prot_444,prot_111
prot_117,prot_2412
prot_239,prot_890
prot_1797,prot_1588
prot_1749,prot_2060
prot_1156,prot_2000
prot_2474,prot_55
prot_796,prot_2039
prot_2436,prot_844
prot_500,prot_130
prot_1125,prot_1543
prot_2043,prot_237
prot_2105,prot_68
prot_1662,prot_2269
prot_695,prot_2463
prot_819,prot_998
prot_1395,prot_89
prot_1309,prot_692
prot_1484,prot_21
prot_592,prot_1845
prot_1418,prot_464
prot_426,prot_1550
prot_920,prot_1495
prot_1263,prot_2139
prot_1223,prot_1093
prot_1822,prot_1724
prot_2012,prot_1632
prot_2299,prot_2195
prot_1328,prot_654
prot_1488,prot_91
prot_1575,prot_2052
prot_689,prot_701
prot_555,prot_1034
prot_2153,prot_1989
prot_1021,prot_983
prot_763,prot_1623
prot_1433,prot_1846
prot_1163,prot_319
prot_2393,prot_2479
prot_532,prot_1057
prot_1196,prot_147
prot_431,prot_515
prot_859,prot_397
prot_2414,prot_8
prot_526,prot_2248
prot_1411,prot_1768
prot_201,prot_2008
prot_2373,prot_646
prot_1796,prot_269
prot_146,prot_498
prot_1569,prot_2282
prot_1344,prot_1770
prot_514,prot_1225
prot_2487,prot_683
prot_528,prot_2446
prot_1157,prot_1590
prot_2261,prot_559
prot_444,prot_2524
prot_117,prot_539
prot_239,prot_1998
prot_1797,prot_1398
prot_1749,prot_1644
prot_1156,prot_1745
prot_2474,prot_1647
prot_500,prot_2227
prot_1125,prot_430
prot_2043,prot_2470
prot_2105,prot_1349
prot_1662,prot_16
prot_695,prot_2251
prot_819,prot_1980
prot_1395,prot_1754
prot_1309,prot_811
prot_1484,prot_2172
prot_592,prot_2468
prot_1418,prot_2351
prot_920,prot_125
prot_1263,prot_1105
prot_1223,prot_2352
prot_1822,prot_1506
prot_2012,prot_1927
prot_2299,prot_1611
prot_1328,prot_1278
prot_1488,prot_1493
prot_1575,prot_966
prot_689,prot_217
prot_555,prot_97
prot_2153,prot_1764
prot_1021,prot_1281
prot_457,prot_134
prot_1374,prot_2306
prot_763,prot_2013
prot_1435,prot_99
prot_1433,prot_735
prot_970,prot_207
prot_2393,prot_2512
prot_532,prot_2410
prot_1196,prot_1593
prot_431,prot_1451
prot_859,prot_2031
prot_2414,prot_653
prot_526,prot_385
prot_1411,prot_1585
prot_201,prot_537
prot_2373,prot_573
prot_1796,prot_534
prot_146,prot_536
prot_1569,prot_1924
prot_1344,prot_26
prot_514,prot_343
prot_1095,prot_1503
prot_1061,prot_2068
prot_2487,prot_935
prot_528,prot_915
prot_1157,prot_535
prot_2261,prot_1390
prot_444,prot_358
prot_117,prot_174
prot_239,prot_365
prot_1797,prot_1300
prot_1749,prot_2166
prot_1156,prot_1146
prot_2474,prot_2506
prot_796,prot_2439
prot_2436,prot_2310
prot_500,prot_1487
prot_1125,prot_284
prot_2043,prot_288
prot_2105,prot_927
prot_1662,prot_2323
prot_695,prot_321
prot_819,prot_287
prot_1395,prot_2050
prot_1309,prot_1474
prot_1484,prot_1106
prot_592,prot_1321
prot_1418,prot_1784
prot_426,prot_2185
prot_920,prot_1437
prot_1263,prot_305
prot_1223,prot_665
prot_1822,prot_2277
prot_2012,prot_1883
prot_2299,prot_1677
prot_1328,prot_1176
prot_1488,prot_2206
prot_1575,prot_477
prot_689,prot_1131
prot_555,prot_2083
prot_2153,prot_1608
prot_1021,prot_2464
prot_457,prot_2128
prot_1374,prot_273
prot_763,prot_827
prot_1435,prot_1711
prot_1433,prot_2194
prot_970,prot_2344
prot_1163,prot_804
prot_2393,prot_1851
prot_532,prot_1671
prot_1196,prot_1073
prot_431,prot_531
prot_859,prot_1558
prot_2414,prot_2308
prot_526,prot_351
prot_1411,prot_2133
prot_201,prot_1159
prot_2373,prot_2057
prot_1796,prot_96
prot_146,prot_1323
prot_1569,prot_697
prot_1344,prot_1664
prot_514,prot_1107
prot_1095,prot_1668
prot_1061,prot_587
prot_2487,prot_1663
prot_528,prot_1032
prot_1157,prot_114
prot_2261,prot_2020
prot_444,prot_12
prot_117,prot_2423
prot_1797,prot_234
prot_1749,prot_2110
prot_1156,prot_1830
prot_2474,prot_1666
prot_796,prot_2143
prot_2436,prot_1834
prot_500,prot_2081
prot_1125,prot_1530
prot_2043,prot_379
prot_1662,prot_2032
prot_695,prot_2147
prot_819,prot_378
prot_1395,prot_1040
prot_1309,prot_2408
prot_1484,prot_1500
prot_592,prot_1987
prot_1418,prot_2180
prot_426,prot_1470
prot_920,prot_611
prot_1263,prot_2100
prot_1223,prot_1485
prot_1822,prot_1981
prot_2012,prot_1431
prot_2299,prot_1469
prot_1328,prot_40
prot_1488,prot_1088
prot_1575,prot_715
prot_689,prot_19
prot_555,prot_845
prot_2153,prot_877
prot_1021,prot_1621
prot_457,prot_728
prot_1374,prot_1460
prot_763,prot_1517
prot_1435,prot_1286
prot_1433,prot_694
prot_970,prot_880
prot_1163,prot_484
prot_2393,prot_337
prot_532,prot_1889
prot_1196,prot_446
prot_431,prot_1210
prot_859,prot_1170
prot_2414,prot_1826
prot_1411,prot_829
prot_201,prot_1960
prot_2373,prot_496
prot_146,prot_2339
prot_1569,prot_1288
prot_1344,prot_2382
prot_514,prot_107
prot_1095,prot_886
prot_1061,prot_474
prot_2487,prot_454
prot_528,prot_2011
prot_1157,prot_126
prot_2261,prot_1591
prot_444,prot_1750
prot_117,prot_1793
prot_239,prot_473
prot_1797,prot_1045
prot_1749,prot_2320
prot_1156,prot_3
prot_2474,prot_1732
prot_796,prot_1244
prot_2436,prot_195
prot_500,prot_1842
prot_1125,prot_223
prot_2043,prot_1266
prot_2105,prot_1973
prot_1662,prot_1118
prot_695,prot_495
prot_819,prot_439
prot_1395,prot_2018
prot_1309,prot_1247
prot_1484,prot_1780
prot_592,prot_296
prot_1418,prot_631
prot_426,prot_1870
prot_920,prot_1405
prot_1223,prot_1466
prot_1822,prot_1861
prot_2012,prot_858
prot_2299,prot_2444
prot_1328,prot_652
prot_1488,prot_2307
prot_1575,prot_318
prot_689,prot_1514
prot_555,prot_1442
prot_1021,prot_220
prot_457,prot_279
prot_1374,prot_2204
prot_763,prot_2095
prot_1435,prot_2313
prot_1433,prot_1099
prot_970,prot_972
prot_2393,prot_519
prot_532,prot_793
prot_1196,prot_1786
prot_2414,prot_1652
prot_526,prot_1126
prot_1411,prot_1802
prot_201,prot_1379
prot_1796,prot_1816
prot_1569,prot_449
prot_1344,prot_1756
prot_514,prot_627
prot_1095,prot_506
prot_1061,prot_1854
prot_2487,prot_2469
prot_528,prot_1137
prot_2261,prot_1773
prot_444,prot_1450
prot_117,prot_1348
prot_239,prot_876
prot_1797,prot_1038
prot_1749,prot_1317
prot_1156,prot_1868
prot_2474,prot_1502
prot_796,prot_1067
prot_2436,prot_2262
prot_500,prot_214
prot_1125,prot_1135
prot_2043,prot_835
prot_2105,prot_1704
prot_695,prot_861
prot_819,prot_1414
prot_1395,prot_315
prot_1309,prot_1204
prot_1484,prot_1599
prot_1418,prot_1684
prot_920,prot_196
prot_1263,prot_1938
prot_1223,prot_605
prot_1822,prot_2493
prot_2012,prot_1813
prot_2299,prot_101
prot_1328,prot_36
prot_1488,prot_2119
prot_1575,prot_168
prot_689,prot_2228
prot_555,prot_2466
prot_2153,prot_1903
prot_1021,prot_1795
prot_457,prot_2051
prot_1374,prot_2349
prot_763,prot_471
prot_1435,prot_1895
prot_1433,prot_2260
prot_970,prot_2125
prot_1163,prot_2244
prot_2393,prot_2242
prot_532,prot_2006
prot_1196,prot_421
prot_431,prot_282
prot_2414,prot_2064
prot_526,prot_1988
prot_1411,prot_1733
prot_2373,prot_2232
prot_146,prot_1617
prot_1569,prot_193
prot_1344,prot_2401
prot_514,prot_1734
prot_1061,prot_2014
prot_2487,prot_929
prot_528,prot_1824
prot_1157,prot_185
prot_2261,prot_1498
prot_239,prot_2505
prot_1797,prot_1113
prot_1749,prot_229
prot_1156,prot_1071
prot_2474,prot_1995
prot_2436,prot_1587
prot_500,prot_466
prot_1125,prot_153
prot_2043,prot_1481
prot_2105,prot_1888
prot_1662,prot_1447
prot_695,prot_2362
prot_819,prot_1304
prot_1395,prot_344
prot_1309,prot_1275
prot_1484,prot_1700
prot_592,prot_410
prot_1418,prot_1929
prot_426,prot_413
prot_920,prot_2419
prot_1263,prot_1974
prot_1223,prot_714
prot_1822,prot_2192
prot_2012,prot_1299
prot_2299,prot_304
prot_1328,prot_2356
prot_1488,prot_1092
prot_1575,prot_2062
prot_689,prot_522
prot_555,prot_1613
prot_2153,prot_294
prot_1021,prot_2379
prot_457,prot_1307
prot_1374,prot_475
prot_763,prot_2151
prot_1435,prot_2510
prot_1433,prot_341
prot_970,prot_311
prot_1163,prot_2188
prot_2393,prot_963
prot_532,prot_1259
prot_1196,prot_814
prot_431,prot_1648
prot_859,prot_1130
prot_2414,prot_630
prot_526,prot_1921
prot_1411,prot_402
prot_2373,prot_386
prot_1796,prot_1444
prot_146,prot_1094
prot_1569,prot_2297
prot_514,prot_414
prot_1095,prot_882
prot_1061,prot_1942
prot_2487,prot_219
prot_528,prot_1292
prot_1157,prot_2317
prot_2261,prot_641
prot_444,prot_1682
prot_117,prot_44
prot_239,prot_1676
prot_1797,prot_442
prot_1749,prot_1189
prot_1156,prot_13
prot_2474,prot_226
prot_796,prot_1831
prot_2436,prot_1193
prot_500,prot_2229
prot_1125,prot_1508
prot_2043,prot_102
prot_2105,prot_1640
prot_1662,prot_1183
prot_695,prot_934
prot_819,prot_2187
prot_1395,prot_1872
prot_1309,prot_1356
prot_1484,prot_541
prot_592,prot_1080
prot_426,prot_1862
prot_920,prot_445
prot_1263,prot_834
prot_1223,prot_2377
prot_1822,prot_1546
prot_2012,prot_912
prot_2299,prot_1670
prot_1328,prot_2163
prot_1488,prot_139
prot_1575,prot_2485
prot_555,prot_2314
prot_2153,prot_1950
prot_1021,prot_376
prot_1374,prot_1120
prot_763,prot_1305
prot_1435,prot_2132
prot_1433,prot_264
prot_970,prot_1937
prot_1163,prot_991
prot_2393,prot_556
prot_532,prot_1000
prot_1196,prot_1849
prot_431,prot_1271
prot_859,prot_684
prot_2414,prot_940
prot_526,prot_1066
prot_1411,prot_993
prot_201,prot_2123
prot_2373,prot_997
prot_146,prot_2486
prot_1569,prot_980
prot_1344,prot_925
prot_514,prot_1486
prot_1061,prot_979
prot_2487,prot_565
prot_528,prot_2496
prot_1157,prot_2416
prot_2261,prot_749
prot_444,prot_1455
prot_117,prot_1439
prot_239,prot_1018
prot_1797,prot_976
prot_1749,prot_992
prot_1156,prot_1004
prot_2474,prot_1161
prot_796,prot_994
prot_2436,prot_1284
prot_500,prot_2197
prot_1125,prot_892
prot_2105,prot_911
prot_1662,prot_847
prot_695,prot_956
prot_819,prot_1027
prot_1395,prot_43
prot_1309,prot_770
prot_1484,prot_2059
prot_592,prot_1338
prot_1418,prot_782
prot_426,prot_1371
prot_920,prot_1002
prot_1263,prot_2026
prot_1822,prot_579
prot_2012,prot_1006
prot_2299,prot_1003
prot_1328,prot_557
prot_1488,prot_553
prot_1575,prot_981
prot_689,prot_1023
prot_555,prot_46
prot_2153,prot_1803
prot_1021,prot_1827
prot_457,prot_1279
prot_1374,prot_1025
prot_763,prot_973
prot_1435,prot_1123
prot_1433,prot_1026
prot_970,prot_552
prot_1163,prot_1352
prot_2393,prot_569
prot_532,prot_807
prot_1196,prot_588
prot_431,prot_2023
prot_859,prot_594
prot_2414,prot_891
prot_526,prot_1446
prot_1411,prot_1343
prot_1796,prot_1630
prot_514,prot_2002
prot_1095,prot_1923
prot_1061,prot_2003
prot_2487,prot_959
prot_528,prot_1014
prot_1157,prot_2239
prot_2261,prot_2120
prot_444,prot_1688
prot_117,prot_1051
prot_239,prot_965
prot_1797,prot_2303
prot_1749,prot_975
prot_1156,prot_950
prot_2474,prot_2490
prot_796,prot_962
prot_2436,prot_560
prot_500,prot_2136
prot_1125,prot_1030
prot_2105,prot_730
prot_1662,prot_990
prot_695,prot_930
prot_819,prot_2079
prot_1395,prot_1001
prot_1309,prot_550
prot_1484,prot_2374
prot_592,prot_1899
prot_1418,prot_1221
prot_426,prot_2375
prot_920,prot_1969
prot_1263,prot_1016
prot_1223,prot_2243
prot_1822,prot_1155
prot_2012,prot_1964
prot_2299,prot_2271
prot_1328,prot_1990
prot_1488,prot_2190
prot_1575,prot_902
prot_689,prot_116
prot_555,prot_485
prot_2153,prot_1141
prot_1021,prot_761
prot_457,prot_1403
prot_1374,prot_1031
prot_763,prot_1017
prot_1435,prot_1876
prot_1433,prot_590
prot_970,prot_995
prot_1163,prot_989
prot_2393,prot_1007
prot_532,prot_1452
prot_1196,prot_2127
prot_431,prot_995
prot_859,prot_590
prot_2414,prot_1876
prot_526,prot_1017
prot_1411,prot_1031
prot_201,prot_1403
prot_2373,prot_761
prot_1796,prot_1141
prot_146,prot_485
prot_1569,prot_116
prot_1344,prot_902
prot_514,prot_2190
prot_1095,prot_1990
prot_1061,prot_2271
prot_2487,prot_1964
prot_528,prot_1155
prot_1157,prot_2243
prot_2261,prot_1016
prot_444,prot_1969
prot_117,prot_2375
prot_239,prot_1221
prot_1797,prot_1899
prot_1163,prot_2225
prot_2393,prot_113
prot_532,prot_2318
prot_1196,prot_2288
prot_431,prot_1958
prot_859,prot_31
prot_526,prot_660
prot_1411,prot_164
prot_201,prot_518
prot_2373,prot_1904
prot_1796,prot_377
prot_146,prot_38
prot_514,prot_516
prot_1095,prot_333
prot_1061,prot_2354
prot_2487,prot_784
prot_528,prot_2481
prot_1157,prot_1726
prot_2261,prot_1499
prot_444,prot_644
prot_117,prot_2514
prot_239,prot_510
prot_1797,prot_2241
prot_1749,prot_2451
prot_1156,prot_1638
prot_2474,prot_2208
prot_796,prot_1939
prot_2436,prot_363
prot_500,prot_1039
prot_1125,prot_332
prot_2105,prot_1777
prot_1662,prot_1005
prot_695,prot_1597
prot_819,prot_84
prot_1395,prot_918
prot_1309,prot_917
prot_1484,prot_1532
prot_592,prot_2066
prot_1418,prot_1258
prot_426,prot_155
prot_920,prot_28
prot_1263,prot_252
prot_1223,prot_750
prot_1822,prot_2517
prot_2012,prot_676
prot_2299,prot_2407
prot_1328,prot_1438
prot_1488,prot_246
prot_1575,prot_1254
prot_689,prot_2388
prot_555,prot_1788
prot_1374,prot_2070
prot_763,prot_482
prot_1435,prot_329
prot_1433,prot_143
prot_970,prot_285
prot_1163,prot_1747
prot_2393,prot_1138
prot_532,prot_1978
prot_1196,prot_977
prot_431,prot_1087
prot_859,prot_1408
prot_526,prot_905
prot_1411,prot_502
prot_201,prot_2311
prot_2373,prot_422
prot_1796,prot_1346
prot_146,prot_472
prot_1569,prot_643
prot_1344,prot_1702
prot_514,prot_1351
prot_1095,prot_1173
prot_1061,prot_222
prot_2487,prot_393
prot_528,prot_1476
prot_1157,prot_1479
prot_2261,prot_2386
prot_444,prot_1707
prot_117,prot_424
prot_239,prot_1618
prot_1797,prot_352
prot_1749,prot_1992
prot_1156,prot_948
prot_2474,prot_1234
prot_796,prot_1917
prot_2436,prot_2234
prot_500,prot_1548
prot_1125,prot_768
prot_2105,prot_204
prot_1662,prot_2033
prot_695,prot_1140
prot_819,prot_189
prot_1395,prot_664
