proteinA,proteinB
prot_1854,prot_2469
prot_1276,prot_1468
prot_1276,prot_1392
prot_1276,prot_907
prot_1854,prot_1621
prot_19,prot_1854
prot_858,prot_409
prot_19,prot_858
prot_858,prot_2157
prot_1854,prot_858
prot_652,prot_1621
prot_2307,prot_1621
prot_2187,prot_1621
prot_1621,prot_1276
prot_1621,prot_1094
prot_1621,prot_2095
prot_1621,prot_1901
prot_1854,prot_1901
prot_1276,prot_1094
prot_1276,prot_2095
prot_1901,prot_1276
prot_2400,prot_1094
prot_2400,prot_2095
prot_1901,prot_2400
prot_1854,prot_1817
prot_2206,prot_1817
prot_2206,prot_1276
prot_1276,prot_1817
prot_128,prot_1901
prot_128,prot_19
prot_128,prot_2400
prot_128,prot_2095
prot_128,prot_279
prot_1458,prot_1458
prot_1854,prot_1458
prot_1276,prot_1458
prot_1468,prot_1458
prot_2469,prot_1458
prot_128,prot_1854
prot_128,prot_2469
prot_128,prot_1067
prot_1051,prot_965
prot_1498,prot_1115
prot_912,prot_1498
prot_595,prot_1115
prot_921,prot_2056
prot_2056,prot_103
prot_2056,prot_78
prot_78,prot_103
prot_1807,prot_921
prot_1807,prot_668
prot_225,prot_1643
prot_829,prot_1643
prot_1076,prot_1643
prot_44,prot_1929
prot_1929,prot_156
prot_2132,prot_221
prot_2132,prot_13
prot_1671,prot_273
prot_3,prot_2004
prot_1711,prot_2004
prot_1851,prot_2194
prot_1851,prot_1770
prot_351,prot_305
prot_351,prot_2382
prot_351,prot_827
prot_2194,prot_1770
prot_2194,prot_1558
prot_2308,prot_2382
prot_2308,prot_827
prot_1012,prot_2344
prot_1770,prot_1937
prot_2382,prot_804
prot_1502,prot_804
prot_1305,prot_3
prot_1770,prot_2133
prot_1558,prot_1073
prot_1770,prot_804
prot_783,prot_1076
prot_783,prot_225
prot_1130,prot_317
prot_927,prot_1267
prot_334,prot_1780
prot_829,prot_1773
prot_829,prot_1416
prot_829,prot_1149
prot_829,prot_906
prot_2290,prot_1416
prot_1076,prot_2290
prot_783,prot_2290
prot_225,prot_2290
prot_2290,prot_1773
prot_1643,prot_2290
prot_2290,prot_2016
prot_2290,prot_906
prot_1643,prot_1149
prot_1643,prot_1416
prot_1076,prot_1416
prot_1076,prot_1149
prot_1076,prot_906
prot_1076,prot_1773
prot_1076,prot_2016
prot_783,prot_1416
prot_225,prot_1416
prot_225,prot_906
prot_225,prot_1773
prot_225,prot_2016
prot_1630,prot_1637
prot_1637,prot_2490
prot_1385,prot_1721
prot_447,prot_2173
prot_1952,prot_1986
prot_2173,prot_2427
prot_1545,prot_2427
prot_2300,prot_2427
prot_2427,prot_2144
prot_5,prot_2427
prot_1039,prot_2427
prot_2355,prot_125
prot_2355,prot_1754
prot_2382,prot_2355
prot_2355,prot_1107
prot_279,prot_2355
prot_2355,prot_1950
prot_2355,prot_1983
prot_164,prot_164
prot_1720,prot_1542
prot_1064,prot_798
prot_1941,prot_784
prot_2346,prot_612
prot_1941,prot_1077
prot_1941,prot_1978
prot_784,prot_1978
prot_1978,prot_895
prot_163,prot_1262
prot_1262,prot_2038
prot_2284,prot_323
prot_2284,prot_2198
prot_862,prot_427
prot_766,prot_2111
prot_509,prot_509
prot_389,prot_314
prot_248,prot_436
prot_1612,prot_2475
prot_1612,prot_1841
prot_2291,prot_696
prot_904,prot_904
prot_2329,prot_2329
prot_1860,prot_2507
prot_1553,prot_1604
prot_1798,prot_2209
prot_1890,prot_1798
prot_696,prot_2209
prot_195,prot_495
prot_229,prot_1113
prot_1604,prot_1453
prot_1604,prot_1035
prot_1779,prot_1674
prot_1163,prot_1526
prot_732,prot_732
prot_1618,prot_1242
prot_1570,prot_1570
prot_1600,prot_1467
prot_2019,prot_1591
prot_380,prot_1533
prot_380,prot_511
prot_375,prot_380
prot_380,prot_2519
prot_1474,prot_380
prot_380,prot_1624
prot_380,prot_1858
prot_217,prot_380
prot_556,prot_1755
prot_2152,prot_556
prot_842,prot_1470
prot_2009,prot_2009
prot_182,prot_386
prot_1444,prot_1179
prot_1444,prot_2188
prot_1179,prot_2188
prot_742,prot_1531
prot_1888,prot_1966
prot_322,prot_1146
prot_1200,prot_1732
prot_1776,prot_2110
prot_432,prot_432
prot_1134,prot_432
prot_1593,prot_464
prot_343,prot_2310
prot_937,prot_696
prot_937,prot_1467
prot_937,prot_1793
prot_937,prot_1247
prot_937,prot_734
prot_937,prot_377
prot_937,prot_2018
prot_978,prot_1467
prot_978,prot_1247
prot_978,prot_734
prot_978,prot_377
prot_356,prot_1793
prot_356,prot_377
prot_736,prot_2467
prot_2178,prot_2405
prot_456,prot_518
prot_518,prot_299
prot_2257,prot_398
prot_1861,prot_1366
prot_2125,prot_1834
prot_1419,prot_2158
prot_383,prot_394
prot_1188,prot_1814
prot_780,prot_26
prot_2110,prot_1289
prot_935,prot_26
prot_1939,prot_1713
prot_355,prot_1408
prot_946,prot_581
prot_1530,prot_1539
prot_1928,prot_1904
prot_534,prot_1093
prot_536,prot_534
prot_2259,prot_2439
prot_293,prot_177
prot_293,prot_2045
prot_293,prot_1159
prot_293,prot_1153
prot_1153,prot_329
prot_1716,prot_1172
prot_1005,prot_1171
prot_1005,prot_1298
prot_1005,prot_1919
prot_1153,prot_127
prot_1153,prot_1716
prot_1153,prot_472
prot_1153,prot_118
prot_1153,prot_789
prot_1153,prot_1909
prot_1153,prot_1795
prot_1651,prot_2415
prot_465,prot_56
prot_2272,prot_465
prot_465,prot_2093
prot_128,prot_2093
prot_1741,prot_576
prot_534,prot_1462
prot_1909,prot_1462
prot_1847,prot_204
prot_857,prot_1399
prot_1088,prot_2456
prot_1929,prot_1782
prot_294,prot_2090
prot_436,prot_1417
prot_1178,prot_404
prot_1108,prot_1317
prot_2194,prot_700
prot_493,prot_1800
prot_1291,prot_647
prot_1935,prot_2425
prot_626,prot_2066
prot_2209,prot_377
prot_377,prot_1436
prot_429,prot_360
prot_429,prot_1559
prot_429,prot_202
prot_429,prot_1874
prot_2068,prot_1573
prot_365,prot_1503
prot_1635,prot_2135
prot_1820,prot_1761
prot_592,prot_2243
prot_2475,prot_694
prot_2475,prot_1286
prot_2475,prot_349
prot_2475,prot_1419
prot_2475,prot_1308
prot_2475,prot_799
prot_2475,prot_1152
prot_2475,prot_1205
prot_2475,prot_2236
prot_1859,prot_1608
prot_1074,prot_853
prot_1531,prot_1996
prot_2018,prot_1608
prot_2008,prot_52
prot_2008,prot_1857
prot_877,prot_52
prot_877,prot_1809
prot_877,prot_2302
prot_1199,prot_737
prot_2175,prot_618
prot_1146,prot_137
prot_568,prot_1665
prot_2187,prot_1834
prot_1843,prot_1843
prot_334,prot_509
prot_334,prot_1932
prot_334,prot_1741
prot_334,prot_1908
prot_334,prot_38
prot_334,prot_2264
prot_334,prot_124
prot_912,prot_1113
prot_1487,prot_1948
prot_1487,prot_1292
prot_1487,prot_284
prot_1292,prot_390
prot_2132,prot_209
prot_2079,prot_209
prot_737,prot_209
prot_100,prot_209
prot_1890,prot_209
prot_209,prot_486
prot_1087,prot_209
prot_209,prot_2166
prot_366,prot_1757
prot_366,prot_1704
prot_432,prot_1704
prot_2434,prot_1704
prot_1134,prot_1704
prot_1482,prot_1482
prot_23,prot_2222
prot_1916,prot_2465
prot_1916,prot_1272
prot_1134,prot_2049
prot_1996,prot_1996
prot_693,prot_1731
prot_497,prot_261
prot_1701,prot_364
prot_9,prot_1627
prot_1615,prot_448
prot_2280,prot_502
prot_2130,prot_2030
prot_523,prot_881
prot_2069,prot_2499
prot_1106,prot_570
prot_380,prot_1853
prot_1732,prot_1090
prot_1898,prot_469
prot_1570,prot_198
prot_1755,prot_198
prot_1825,prot_1813
prot_1520,prot_2325
prot_877,prot_2398
prot_699,prot_699
prot_699,prot_1675
prot_1129,prot_320
prot_335,prot_1102
prot_1428,prot_1102
prot_2506,prot_302
prot_1282,prot_1282
prot_1293,prot_347
prot_347,prot_2140
prot_251,prot_2478
prot_1866,prot_716
prot_172,prot_1568
prot_1312,prot_1312
prot_1293,prot_2140
prot_238,prot_238
prot_238,prot_1478
prot_2152,prot_238
prot_2499,prot_1382
prot_1744,prot_1327
prot_733,prot_733
prot_1086,prot_1086
prot_1557,prot_1087
prot_1146,prot_428
prot_1086,prot_2435
prot_1111,prot_1907
prot_25,prot_1111
prot_521,prot_520
prot_2363,prot_516
prot_1741,prot_2503
prot_2120,prot_175
prot_1812,prot_1956
prot_1812,prot_1213
prot_1487,prot_1605
prot_278,prot_1547
prot_2424,prot_608
prot_77,prot_1529
prot_425,prot_77
prot_374,prot_371
prot_516,prot_1211
prot_1325,prot_1219
prot_1089,prot_856
prot_60,prot_489
prot_2218,prot_2373
prot_346,prot_346
prot_1188,prot_1254
prot_1254,prot_1700
prot_2434,prot_1087
prot_1029,prot_2449
prot_2475,prot_494
prot_279,prot_2292
prot_1879,prot_333
prot_1857,prot_2254
prot_706,prot_188
prot_2024,prot_2024
prot_599,prot_1795
prot_1857,prot_1857
prot_888,prot_205
prot_1325,prot_1410
prot_2097,prot_1476
prot_916,prot_667
prot_916,prot_2293
prot_1520,prot_517
prot_54,prot_617
prot_343,prot_1277
prot_2354,prot_2309
prot_2434,prot_444
prot_1162,prot_1072
prot_2114,prot_1162
prot_1162,prot_1552
prot_1552,prot_1972
prot_1972,prot_2146
prot_2166,prot_1972
prot_1784,prot_2032
prot_1363,prot_2417
prot_652,prot_649
prot_615,prot_1370
prot_784,prot_895
prot_1370,prot_330
prot_1524,prot_1524
prot_2507,prot_1363
prot_1659,prot_2507
prot_652,prot_1569
prot_652,prot_1272
prot_2465,prot_1272
prot_1178,prot_28
prot_1035,prot_618
prot_364,prot_364
prot_1531,prot_1531
prot_1793,prot_1247
prot_1793,prot_734
prot_1604,prot_618
prot_861,prot_1043
prot_1743,prot_1743
prot_716,prot_716
prot_486,prot_486
prot_1741,prot_1741
prot_2175,prot_374
prot_2499,prot_2499
prot_1393,prot_1680
prot_1744,prot_520
prot_2009,prot_608
prot_1293,prot_1552
prot_1674,prot_1674
prot_2481,prot_2481
prot_1000,prot_1522
prot_2454,prot_1849
prot_2454,prot_2428
prot_1424,prot_960
prot_2478,prot_1424
prot_1370,prot_794
prot_249,prot_614
prot_459,prot_614
prot_1744,prot_1696
prot_2118,prot_2118
prot_1293,prot_2118
prot_2118,prot_2025
prot_1552,prot_2118
prot_802,prot_949
prot_982,prot_831
prot_2133,prot_1042
prot_279,prot_1942
prot_2306,prot_1942
prot_918,prot_1532
prot_1726,prot_1708
prot_1132,prot_1147
prot_1531,prot_2327
prot_1604,prot_1271
prot_1300,prot_1300
prot_850,prot_850
prot_1020,prot_210
prot_27,prot_53
prot_1567,prot_2228
prot_899,prot_899
prot_2420,prot_562
prot_2517,prot_559
prot_112,prot_1116
prot_1615,prot_34
prot_1369,prot_2228
prot_1135,prot_1977
prot_2300,prot_2141
prot_1653,prot_662
prot_1653,prot_719
prot_1132,prot_1653
prot_1293,prot_1653
prot_2149,prot_1653
prot_1944,prot_83
prot_1746,prot_1047
prot_270,prot_1380
prot_1976,prot_533
prot_863,prot_684
prot_1380,prot_1190
prot_1615,prot_2419
prot_344,prot_39
prot_575,prot_575
prot_1456,prot_1306
prot_365,prot_2409
prot_1490,prot_662
prot_1922,prot_412
prot_365,prot_567
prot_1796,prot_1796
prot_1796,prot_1752
prot_1297,prot_378
prot_210,prot_598
prot_2247,prot_1446
prot_210,prot_168
prot_1604,prot_1894
prot_2513,prot_2513
prot_2513,prot_721
prot_2133,prot_940
prot_365,prot_800
prot_1112,prot_174
prot_759,prot_1499
prot_1499,prot_1066
prot_651,prot_243
prot_209,prot_984
prot_2146,prot_542
prot_247,prot_1765
prot_614,prot_2023
prot_882,prot_882
prot_821,prot_594
prot_1499,prot_328
prot_905,prot_358
prot_1380,prot_771
prot_2263,prot_1367
prot_1428,prot_644
prot_682,prot_932
prot_706,prot_2276
prot_1680,prot_1409
prot_786,prot_2514
prot_520,prot_2419
prot_2009,prot_1448
prot_670,prot_670
prot_1552,prot_1999
prot_2391,prot_1147
prot_1147,prot_1653
prot_1147,prot_1147
prot_2149,prot_1147
prot_2182,prot_2182
prot_1566,prot_2334
prot_1852,prot_437
prot_857,prot_1852
prot_1139,prot_1852
prot_1852,prot_172
prot_1852,prot_510
prot_1852,prot_543
prot_2431,prot_1852
prot_1852,prot_1756
prot_1852,prot_2241
prot_1852,prot_1391
prot_1502,prot_2382
prot_1502,prot_1546
prot_2382,prot_1546
prot_2382,prot_1869
prot_2382,prot_1073
prot_1502,prot_2308
prot_1502,prot_1558
prot_1558,prot_1937
prot_1460,prot_2090
prot_1237,prot_311
prot_1885,prot_311
prot_703,prot_311
prot_108,prot_1109
prot_108,prot_2326
prot_108,prot_1940
prot_372,prot_1545
prot_372,prot_2173
prot_372,prot_1835
prot_372,prot_2096
prot_1854,prot_1064
prot_652,prot_1854
prot_2307,prot_1854
prot_1854,prot_2187
prot_1854,prot_2400
prot_1854,prot_1094
prot_1854,prot_2095
prot_1854,prot_1468
prot_1854,prot_473
prot_1854,prot_1036
prot_1854,prot_2206
prot_2451,prot_10
prot_2451,prot_1384
prot_1498,prot_595
prot_912,prot_595
prot_1115,prot_1115
prot_1115,prot_264
prot_1115,prot_1137
prot_921,prot_103
prot_921,prot_78
prot_1643,prot_906
prot_2132,prot_1643
prot_1643,prot_1840
prot_1512,prot_1638
prot_934,prot_1512
prot_1512,prot_2234
prot_657,prot_1683
prot_657,prot_666
prot_657,prot_1075
prot_1454,prot_657
prot_340,prot_1203
prot_340,prot_1650
prot_340,prot_1227
prot_661,prot_340
prot_340,prot_80
prot_334,prot_340
prot_1215,prot_1215
prot_179,prot_1215
prot_952,prot_1215
prot_1215,prot_878
prot_951,prot_1781
prot_951,prot_1836
prot_951,prot_1823
prot_951,prot_901
prot_951,prot_1378
prot_2025,prot_2025
prot_1072,prot_2025
prot_2025,prot_71
prot_2025,prot_280
prot_2025,prot_1693
prot_1360,prot_1781
prot_1072,prot_71
prot_1072,prot_764
prot_1072,prot_280
prot_1072,prot_1693
prot_1305,prot_1671
prot_1305,prot_1307
prot_1334,prot_1120
prot_2208,prot_1295
prot_2176,prot_766
prot_1659,prot_853
prot_1165,prot_2442
prot_1165,prot_880
prot_1165,prot_1461
prot_1613,prot_441
prot_1469,prot_1613
prot_1613,prot_1777
prot_1736,prot_1972
prot_1972,prot_1653
prot_1162,prot_1022
prot_1162,prot_764
prot_1162,prot_1653
prot_1999,prot_1401
prot_1401,prot_2422
prot_1627,prot_1401
prot_9,prot_1401
prot_1536,prot_643
prot_79,prot_2395
prot_2395,prot_1082
prot_2395,prot_30
prot_1010,prot_1055
prot_1055,prot_74
prot_1055,prot_1918
prot_2179,prot_910
prot_1443,prot_81
prot_1541,prot_167
prot_1541,prot_1541
prot_1541,prot_1236
prot_1541,prot_1489
prot_1541,prot_1933
prot_1659,prot_1457
prot_1659,prot_1953
prot_1860,prot_1659
prot_1659,prot_1044
prot_1659,prot_901
prot_1659,prot_162
prot_1659,prot_775
prot_1659,prot_1483
prot_1758,prot_1192
prot_2309,prot_1758
prot_269,prot_1758
prot_2111,prot_24
prot_459,prot_1010
prot_1010,prot_74
prot_1010,prot_1918
prot_1612,prot_694
prot_2028,prot_694
prot_694,prot_1308
prot_694,prot_1457
prot_1360,prot_1823
prot_1360,prot_1805
prot_1360,prot_901
prot_1360,prot_2198
prot_1360,prot_2278
prot_1360,prot_2173
prot_1835,prot_1360
prot_2324,prot_1509
prot_2324,prot_1583
prot_2519,prot_2324
prot_51,prot_661
prot_51,prot_80
prot_145,prot_326
prot_1457,prot_102
prot_1457,prot_972
prot_1457,prot_1508
prot_1457,prot_2229
prot_1457,prot_1193
prot_1457,prot_1826
prot_2291,prot_2457
prot_2291,prot_1517
prot_2418,prot_50
prot_1872,prot_263
prot_929,prot_1317
prot_929,prot_1108
prot_1930,prot_929
prot_1275,prot_2020
prot_581,prot_1275
prot_269,prot_624
prot_2408,prot_2156
prot_2382,prot_2408
prot_2382,prot_2156
prot_1629,prot_2064
prot_2064,prot_2064
prot_891,prot_2374
prot_1939,prot_1719
prot_2176,prot_24
prot_19,prot_2011
prot_2400,prot_2011
prot_1612,prot_162
prot_1835,prot_162
prot_1214,prot_162
prot_106,prot_162
prot_2005,prot_941
prot_2005,prot_1224
prot_2005,prot_1963
prot_2005,prot_1742
prot_2005,prot_376
prot_2005,prot_2173
prot_1621,prot_2400
prot_1307,prot_2484
prot_1719,prot_1968
prot_1214,prot_25
prot_106,prot_25
prot_2272,prot_167
prot_2272,prot_1501
prot_2489,prot_2272
prot_167,prot_777
prot_2489,prot_777
prot_1534,prot_1082
prot_1469,prot_441
prot_559,prot_441
prot_2013,prot_441
prot_534,prot_441
prot_536,prot_441
prot_441,prot_1451
prot_441,prot_1998
prot_441,prot_2401
prot_2129,prot_441
prot_1971,prot_441
prot_1197,prot_253
prot_1993,prot_1151
prot_1541,prot_1993
prot_1236,prot_1993
prot_1207,prot_1993
prot_1015,prot_1639
prot_2457,prot_1783
prot_2457,prot_1517
prot_2457,prot_474
prot_857,prot_1634
prot_1399,prot_1634
prot_696,prot_1355
prot_1220,prot_635
prot_376,prot_307
prot_2382,prot_376
prot_2519,prot_1227
prot_2326,prot_1227
prot_1759,prot_2519
prot_1823,prot_901
prot_901,prot_1101
prot_79,prot_901
prot_5,prot_901
prot_1723,prot_2098
prot_2098,prot_61
prot_1723,prot_1968
prot_1968,prot_61
prot_1950,prot_2314
prot_1618,prot_2306
prot_1618,prot_233
prot_1618,prot_1119
prot_858,prot_1442
prot_2370,prot_1442
prot_1442,prot_2485
prot_2125,prot_1442
prot_1190,prot_1442
prot_1834,prot_1442
prot_1925,prot_1442
prot_139,prot_1442
prot_2320,prot_1442
prot_1442,prot_185
prot_1045,prot_1442
prot_652,prot_1442
prot_2307,prot_1442
prot_2444,prot_1442
prot_2187,prot_1442
prot_1127,prot_1442
prot_2382,prot_1442
prot_366,prot_1442
prot_1757,prot_1442
prot_571,prot_711
prot_571,prot_792
prot_1275,prot_327
prot_2170,prot_2170
prot_1385,prot_1381
prot_1385,prot_369
prot_1385,prot_1453
prot_1385,prot_2335
prot_95,prot_52
prot_1723,prot_1606
prot_1723,prot_61
prot_2017,prot_1723
prot_1723,prot_1570
prot_61,prot_1606
prot_2017,prot_61
prot_1570,prot_61
prot_2162,prot_171
prot_1806,prot_1806
prot_167,prot_1806
prot_1831,prot_226
prot_380,prot_625
prot_1390,prot_537
prot_1451,prot_1390
prot_1390,prot_1540
prot_1233,prot_1390
prot_1998,prot_1390
prot_2186,prot_2111
prot_1054,prot_1321
prot_609,prot_1739
prot_609,prot_2361
prot_609,prot_726
prot_1612,prot_349
prot_1840,prot_349
prot_1469,prot_1504
prot_334,prot_1469
prot_1469,prot_2122
prot_1469,prot_357
prot_1469,prot_934
prot_1469,prot_383
prot_1469,prot_336
prot_1469,prot_1093
prot_1469,prot_99
prot_1469,prot_687
prot_1469,prot_1462
prot_1469,prot_2401
prot_1870,prot_1870
prot_2188,prot_2163
prot_1677,prot_1830
prot_160,prot_1677
prot_1677,prot_1663
prot_1460,prot_1677
prot_1677,prot_2469
prot_1677,prot_1465
prot_1677,prot_476
prot_1677,prot_2170
prot_160,prot_1830
prot_160,prot_1663
prot_1460,prot_160
prot_160,prot_2170
prot_1460,prot_1663
prot_1663,prot_1830
prot_1460,prot_1830
prot_1460,prot_1131
prot_1131,prot_914
prot_1131,prot_1405
prot_2312,prot_1670
prot_2312,prot_420
prot_726,prot_2312
prot_2312,prot_363
prot_25,prot_363
prot_25,prot_820
prot_1230,prot_820
prot_1856,prot_1856
prot_1856,prot_442
prot_1966,prot_194
prot_1966,prot_2383
prot_1966,prot_2045
prot_1966,prot_1159
prot_1126,prot_2392
prot_511,prot_2392
prot_380,prot_2392
prot_1358,prot_1897
prot_511,prot_2509
prot_380,prot_2509
prot_675,prot_2509
prot_380,prot_442
prot_2461,prot_380
prot_380,prot_2246
prot_380,prot_312
prot_2326,prot_380
prot_335,prot_380
prot_1534,prot_2326
prot_1082,prot_1082
prot_167,prot_75
prot_1552,prot_167
prot_167,prot_1815
prot_416,prot_1897
prot_2385,prot_2385
prot_1039,prot_511
prot_1039,prot_2328
prot_1039,prot_1039
prot_416,prot_1039
prot_1039,prot_2
prot_5,prot_1823
prot_5,prot_828
prot_912,prot_229
prot_726,prot_862
prot_1502,prot_2371
prot_2371,prot_150
prot_2371,prot_2368
prot_1558,prot_2371
prot_1189,prot_2371
prot_351,prot_2371
prot_2382,prot_2371
prot_1546,prot_2371
prot_1317,prot_1317
prot_355,prot_1186
prot_1408,prot_1186
prot_535,prot_2058
prot_1470,prot_2058
prot_2058,prot_421
prot_1777,prot_2058
prot_537,prot_2058
prot_2058,prot_539
prot_559,prot_2058
prot_2013,prot_2058
prot_534,prot_2058
prot_2058,prot_236
prot_1901,prot_279
prot_106,prot_1862
prot_332,prot_2383
prot_1534,prot_2383
prot_532,prot_532
prot_532,prot_1387
prot_532,prot_808
prot_532,prot_2393
prot_532,prot_1303
prot_501,prot_183
prot_1502,prot_910
prot_2382,prot_910
prot_910,prot_971
prot_159,prot_229
prot_159,prot_1113
prot_159,prot_775
prot_1230,prot_775
prot_775,prot_2361
prot_1948,prot_834
prot_2377,prot_834
prot_445,prot_445
prot_993,prot_590
prot_1862,prot_1652
prot_1498,prot_1498
prot_1498,prot_2297
prot_1498,prot_641
prot_1498,prot_395
prot_641,prot_2297
prot_395,prot_2297
prot_929,prot_2297
prot_929,prot_641
prot_1517,prot_2530
prot_1517,prot_1623
prot_1080,prot_1517
prot_1517,prot_1517
prot_1517,prot_446
prot_2530,prot_446
prot_1623,prot_446
prot_1080,prot_446
prot_446,prot_446
prot_1080,prot_1440
prot_1080,prot_1913
prot_1419,prot_1997
prot_1419,prot_880
prot_1612,prot_1419
prot_880,prot_1461
prot_880,prot_423
prot_46,prot_1371
prot_1371,prot_1371
prot_2008,prot_1356
prot_1651,prot_176
prot_25,prot_176
prot_711,prot_179
prot_179,prot_792
prot_1802,prot_2224
prot_1802,prot_1893
prot_1802,prot_2053
prot_1802,prot_541
prot_1802,prot_931
prot_2224,prot_931
prot_19,prot_2298
prot_410,prot_410
prot_410,prot_1459
prot_410,prot_2501
prot_1501,prot_1815
prot_1630,prot_2490
prot_2053,prot_640
prot_2053,prot_541
prot_2053,prot_2389
prot_2053,prot_129
prot_1135,prot_2053
prot_2262,prot_2053
prot_2053,prot_1903
prot_2053,prot_835
prot_2192,prot_2053
prot_2389,prot_129
prot_1692,prot_1607
prot_1648,prot_1668
prot_687,prot_383
prot_1356,prot_383
prot_935,prot_383
prot_383,prot_539
prot_383,prot_1585
prot_383,prot_559
prot_383,prot_207
prot_2013,prot_383
prot_99,prot_383
prot_1924,prot_383
prot_383,prot_470
prot_2123,prot_997
prot_2214,prot_2214
prot_726,prot_56
prot_711,prot_726
prot_726,prot_792
prot_726,prot_726
prot_2008,prot_599
prot_19,prot_599
prot_146,prot_2012
prot_1137,prot_602
prot_835,prot_144
prot_144,prot_144
prot_1704,prot_144
prot_2383,prot_2383
prot_2383,prot_2337
prot_1798,prot_2383
prot_263,prot_2383
prot_438,prot_2383
prot_2383,prot_2270
prot_307,prot_2383
prot_1199,prot_2383
prot_1872,prot_2383
prot_1070,prot_479
prot_652,prot_1276
prot_2307,prot_1276
prot_2187,prot_1276
prot_1276,prot_2400
prot_935,prot_421
prot_935,prot_1093
prot_536,prot_935
prot_935,prot_534
prot_935,prot_207
prot_935,prot_915
prot_935,prot_450
prot_935,prot_1462
prot_263,prot_442
prot_263,prot_1771
prot_263,prot_233
prot_198,prot_263
prot_1112,prot_263
prot_74,prot_1918
prot_536,prot_1093
prot_934,prot_1093
prot_1093,prot_1777
prot_1924,prot_1093
prot_1093,prot_1462
