proteinA,proteinB
prot_688,prot_194
prot_2633,prot_40
prot_1781,prot_1640
prot_2281,prot_1881
prot_376,prot_1379
prot_2357,prot_2539
prot_2430,prot_2437
prot_410,prot_2440
prot_929,prot_344
prot_697,prot_918
prot_2156,prot_2600
prot_2831,prot_1611
prot_2089,prot_1751
prot_2541,prot_1656
prot_506,prot_1682
prot_353,prot_696
prot_145,prot_626
prot_2097,prot_1829
prot_1802,prot_2588
prot_1578,prot_735
prot_1988,prot_2581
prot_1087,prot_1551
prot_1878,prot_270
prot_561,prot_1610
prot_615,prot_2189
prot_2754,prot_2395
prot_1950,prot_704
prot_2691,prot_2054
prot_1408,prot_1631
prot_2573,prot_679
prot_1600,prot_1993
prot_2238,prot_1946
prot_1884,prot_898
prot_228,prot_1113
prot_2243,prot_45
prot_628,prot_2511
prot_810,prot_1950
prot_1415,prot_711
prot_2045,prot_608
prot_1122,prot_2559
prot_2498,prot_1901
prot_1318,prot_1717
prot_1051,prot_1908
prot_2357,prot_2673
prot_361,prot_1640
prot_1188,prot_1813
prot_145,prot_1227
prot_2452,prot_919
prot_2341,prot_600
prot_2550,prot_1640
prot_2412,prot_1825
prot_1956,prot_741
prot_2072,prot_2181
prot_274,prot_1909
prot_763,prot_929
prot_923,prot_554
prot_2049,prot_250
prot_2791,prot_1792
prot_1082,prot_2437
prot_1372,prot_1242
prot_1994,prot_1705
prot_2089,prot_2818
prot_862,prot_1421
prot_412,prot_2511
prot_1089,prot_1110
prot_2357,prot_2594
prot_2518,prot_2371
prot_897,prot_111
prot_1942,prot_913
prot_618,prot_1889
prot_2564,prot_496
prot_1079,prot_2400
prot_1942,prot_2030
prot_2462,prot_679
prot_299,prot_1032
prot_679,prot_651
prot_283,prot_711
prot_2725,prot_2437
prot_724,prot_2099
prot_2579,prot_711
prot_478,prot_2304
prot_1372,prot_513
prot_2215,prot_1631
prot_1768,prot_1642
prot_1072,prot_2573
prot_2801,prot_100
prot_2559,prot_2115
prot_724,prot_545
prot_2791,prot_45
prot_1923,prot_1881
prot_1984,prot_697
prot_660,prot_1113
prot_64,prot_1947
prot_836,prot_1368
prot_2243,prot_1640
prot_1921,prot_2250
prot_65,prot_1027
prot_2100,prot_1852
prot_2341,prot_780
prot_2373,prot_236
prot_2644,prot_684
prot_815,prot_800
prot_2600,prot_1082
prot_1768,prot_1786
prot_2457,prot_536
prot_1299,prot_2644
prot_2117,prot_2319
prot_2653,prot_2728
prot_1990,prot_1390
prot_1494,prot_2710
prot_2632,prot_1113
prot_35,prot_1342
prot_401,prot_2181
prot_2457,prot_993
prot_1200,prot_426
prot_1774,prot_2511
prot_2357,prot_2153
prot_2400,prot_877
prot_513,prot_1551
prot_377,prot_963
prot_711,prot_2581
prot_1201,prot_2067
prot_2347,prot_2071
prot_2243,prot_2437
prot_162,prot_415
prot_2594,prot_2632
prot_1551,prot_2462
prot_2390,prot_1691
prot_864,prot_2678
prot_1055,prot_519
prot_2046,prot_764
prot_2306,prot_1239
prot_1250,prot_2595
prot_1922,prot_1712
prot_10,prot_2346
prot_2193,prot_1640
prot_1581,prot_487
prot_2578,prot_329
prot_2336,prot_1993
prot_2345,prot_156
prot_2357,prot_2106
prot_656,prot_75
prot_2230,prot_130
prot_969,prot_448
prot_2504,prot_177
prot_2346,prot_1754
prot_354,prot_1624
prot_1722,prot_1270
prot_1511,prot_762
prot_2612,prot_1210
prot_386,prot_1428
prot_2072,prot_944
prot_401,prot_2573
prot_2708,prot_690
prot_654,prot_1342
prot_830,prot_2559
prot_1207,prot_1102
prot_230,prot_1834
prot_2357,prot_1148
prot_578,prot_2129
prot_1887,prot_1670
prot_1049,prot_2217
prot_217,prot_811
prot_401,prot_1795
prot_1755,prot_913
prot_1314,prot_471
prot_714,prot_2085
prot_2415,prot_337
prot_407,prot_236
prot_1173,prot_83
prot_2545,prot_2370
prot_1113,prot_930
prot_1927,prot_823
prot_65,prot_298
prot_626,prot_2577
prot_1316,prot_786
prot_1883,prot_789
prot_1089,prot_1911
prot_1082,prot_1556
prot_1406,prot_1270
prot_1342,prot_2762
prot_1848,prot_672
prot_770,prot_2452
prot_1563,prot_475
prot_1549,prot_1711
prot_1512,prot_1778
prot_232,prot_2171
prot_2189,prot_1770
prot_957,prot_194
prot_145,prot_599
prot_2736,prot_45
prot_1764,prot_1599
prot_2791,prot_1
prot_2370,prot_1989
prot_1549,prot_2164
prot_2669,prot_1011
prot_2541,prot_1015
prot_1153,prot_536
prot_277,prot_1962
prot_2171,prot_1487
prot_415,prot_551
prot_646,prot_2541
prot_2147,prot_405
prot_1113,prot_1025
prot_1160,prot_223
prot_1087,prot_651
prot_905,prot_2406
prot_174,prot_1013
prot_786,prot_2241
prot_696,prot_275
prot_341,prot_603
prot_354,prot_229
prot_1610,prot_599
prot_1677,prot_2399
prot_488,prot_1900
prot_1742,prot_438
prot_2059,prot_327
prot_1587,prot_1144
prot_1931,prot_2452
prot_2338,prot_651
prot_538,prot_24
prot_356,prot_1877
prot_1633,prot_1668
prot_2337,prot_1
prot_711,prot_2595
prot_584,prot_1913
prot_47,prot_2282
prot_1,prot_1597
prot_1899,prot_1267
prot_2462,prot_93
prot_2527,prot_711
prot_1383,prot_2164
prot_353,prot_34
prot_2111,prot_571
prot_1279,prot_1128
prot_956,prot_2382
prot_552,prot_1811
prot_163,prot_2138
prot_1463,prot_2180
prot_1973,prot_2586
prot_2578,prot_1911
prot_203,prot_888
prot_2052,prot_1830
prot_2111,prot_986
prot_2172,prot_1568
prot_1524,prot_1712
prot_2565,prot_304
prot_2277,prot_2106
prot_2357,prot_109
prot_1465,prot_1727
prot_2483,prot_2440
prot_1592,prot_2031
prot_31,prot_746
prot_2630,prot_2032
prot_671,prot_2414
prot_1053,prot_2588
prot_1564,prot_2164
prot_1279,prot_2750
prot_1686,prot_2438
prot_1768,prot_1875
prot_471,prot_1659
prot_1494,prot_1254
prot_1625,prot_1768
prot_145,prot_2414
prot_2589,prot_2052
prot_475,prot_2319
prot_1,prot_304
prot_1432,prot_412
prot_1899,prot_2217
prot_1749,prot_1777
prot_714,prot_2755
prot_2641,prot_1472
prot_2058,prot_1791
prot_2308,prot_464
prot_2471,prot_527
prot_1638,prot_2054
prot_741,prot_2259
prot_2517,prot_277
prot_2030,prot_1025
prot_8,prot_719
prot_335,prot_2452
prot_1,prot_1843
prot_2269,prot_2458
prot_2320,prot_1858
prot_2103,prot_1758
prot_1201,prot_2371
prot_1427,prot_414
prot_2234,prot_1659
prot_1882,prot_1989
prot_1334,prot_764
prot_2281,prot_1388
prot_277,prot_2761
prot_1966,prot_2771
prot_2573,prot_1818
prot_2157,prot_1681
prot_1669,prot_1088
prot_2452,prot_776
prot_277,prot_966
prot_361,prot_2131
prot_408,prot_1025
prot_2420,prot_1089
prot_1188,prot_1442
prot_259,prot_2490
prot_1241,prot_1140
prot_403,prot_15
prot_1305,prot_1349
prot_1797,prot_651
prot_1735,prot_1432
prot_716,prot_777
prot_815,prot_2734
prot_1179,prot_2054
prot_2398,prot_2632
prot_963,prot_927
prot_803,prot_2002
prot_2367,prot_1324
prot_506,prot_1922
prot_2371,prot_453
prot_2357,prot_628
prot_1852,prot_1091
prot_401,prot_354
prot_1714,prot_1933
prot_962,prot_1349
prot_287,prot_1249
prot_719,prot_1422
prot_277,prot_1551
prot_1094,prot_1432
prot_2573,prot_1227
prot_278,prot_2296
prot_119,prot_813
prot_274,prot_1526
prot_1600,prot_1169
prot_568,prot_719
prot_2159,prot_758
prot_2267,prot_1909
prot_453,prot_1661
prot_2105,prot_1406
prot_2267,prot_2428
prot_2341,prot_865
prot_2433,prot_1834
prot_1302,prot_1989
prot_1889,prot_713
prot_1421,prot_1713
prot_615,prot_1425
prot_1848,prot_2595
prot_85,prot_786
prot_2569,prot_2741
prot_2316,prot_2382
prot_1146,prot_596
prot_2528,prot_2099
prot_999,prot_651
prot_1488,prot_1228
prot_2708,prot_1856
prot_2337,prot_1881
prot_429,prot_1554
prot_2655,prot_2741
prot_1398,prot_1989
prot_2333,prot_789
prot_1167,prot_1759
prot_1294,prot_1049
prot_2177,prot_1647
prot_1299,prot_1707
prot_694,prot_1292
prot_2558,prot_1624
prot_1824,prot_1104
prot_1173,prot_2405
prot_2452,prot_1382
prot_697,prot_329
prot_2640,prot_2658
prot_1025,prot_711
prot_415,prot_2611
prot_906,prot_2658
prot_1825,prot_361
prot_145,prot_2098
prot_694,prot_711
prot_999,prot_2437
prot_503,prot_1767
prot_1259,prot_1
prot_2153,prot_828
prot_877,prot_1603
prot_1392,prot_2395
prot_2698,prot_1939
prot_1769,prot_836
prot_1309,prot_2205
prot_1610,prot_2550
prot_1438,prot_448
prot_2571,prot_2072
prot_186,prot_1158
prot_2682,prot_1540
prot_1309,prot_1627
prot_2452,prot_1276
prot_1610,prot_2219
prot_2048,prot_777
prot_2072,prot_1797
prot_2276,prot_2146
prot_2545,prot_823
prot_2347,prot_1345
prot_2072,prot_2176
prot_2461,prot_1705
prot_90,prot_286
prot_2244,prot_2559
prot_475,prot_1237
prot_2573,prot_2193
prot_188,prot_2722
prot_1610,prot_1085
prot_1299,prot_258
prot_2353,prot_2398
prot_2291,prot_1151
prot_1982,prot_245
prot_1276,prot_25
prot_73,prot_2741
prot_172,prot_742
prot_1690,prot_2629
prot_1610,prot_543
prot_2240,prot_541
prot_2005,prot_1201
prot_836,prot_23
prot_2504,prot_536
prot_619,prot_1993
prot_2443,prot_1993
prot_1097,prot_91
prot_444,prot_234
prot_2318,prot_2452
prot_1481,prot_996
prot_2357,prot_1601
prot_2347,prot_1281
prot_1279,prot_2104
prot_2086,prot_2419
prot_2369,prot_545
prot_2751,prot_825
prot_48,prot_1734
prot_47,prot_41
prot_2248,prot_2455
prot_2761,prot_1634
prot_2630,prot_277
prot_2457,prot_976
prot_2352,prot_1848
prot_877,prot_1024
prot_177,prot_256
prot_1120,prot_1989
prot_1859,prot_2595
prot_2569,prot_2628
prot_1,prot_47
prot_266,prot_20
prot_304,prot_951
prot_1655,prot_839
prot_1856,prot_2259
prot_2292,prot_1299
prot_1921,prot_737
prot_2337,prot_2458
prot_473,prot_651
prot_2519,prot_2835
prot_1369,prot_2143
prot_2156,prot_695
prot_2074,prot_208
prot_65,prot_308
prot_1410,prot_1041
prot_2400,prot_1642
prot_2072,prot_2463
prot_1764,prot_586
prot_1179,prot_2382
prot_851,prot_1950
prot_719,prot_291
prot_2560,prot_1640
prot_2052,prot_1989
prot_1007,prot_711
prot_248,prot_1
prot_329,prot_426
prot_2018,prot_277
prot_2265,prot_1158
prot_770,prot_1712
prot_1467,prot_2094
prot_2708,prot_291
prot_65,prot_2458
prot_291,prot_2736
prot_1107,prot_1408
prot_2341,prot_1899
prot_1050,prot_1841
prot_1024,prot_1009
prot_475,prot_758
prot_2462,prot_1082
prot_350,prot_572
prot_430,prot_1727
prot_1192,prot_2198
prot_486,prot_383
prot_686,prot_631
prot_2371,prot_536
prot_2148,prot_493
prot_301,prot_1792
prot_1922,prot_2550
prot_2206,prot_2273
prot_2217,prot_546
prot_261,prot_1713
prot_1922,prot_468
prot_1245,prot_1948
prot_229,prot_803
prot_2524,prot_929
prot_1146,prot_660
prot_2752,prot_1613
prot_418,prot_1989
prot_663,prot_1858
prot_2469,prot_234
prot_2153,prot_1852
prot_401,prot_1
prot_1312,prot_1121
prot_2035,prot_2493
prot_1433,prot_2013
prot_1193,prot_1421
prot_2270,prot_2115
prot_1421,prot_1089
prot_858,prot_1242
prot_866,prot_2736
prot_1603,prot_236
prot_1476,prot_697
prot_1009,prot_436
prot_2603,prot_1689
prot_2458,prot_1986
prot_2632,prot_76
prot_1670,prot_87
prot_1452,prot_711
prot_2812,prot_291
prot_1066,prot_657
prot_1284,prot_2550
prot_278,prot_1443
prot_2097,prot_1165
prot_1280,prot_1827
prot_803,prot_1758
prot_803,prot_2484
prot_2208,prot_250
prot_1309,prot_656
prot_1271,prot_2341
prot_2358,prot_658
prot_1458,prot_1452
prot_2587,prot_1104
prot_1857,prot_277
prot_177,prot_1950
prot_27,prot_2437
prot_532,prot_1011
prot_1078,prot_328
prot_1515,prot_1682
prot_1938,prot_2595
prot_1758,prot_2533
prot_272,prot_825
prot_2357,prot_711
prot_248,prot_1640
prot_1072,prot_1214
prot_1959,prot_1864
prot_258,prot_1859
prot_1691,prot_361
prot_42,prot_2655
prot_45,prot_1283
prot_2457,prot_1202
prot_1003,prot_1961
prot_1610,prot_1327
prot_1211,prot_828
prot_719,prot_223
prot_2710,prot_2802
prot_386,prot_654
prot_2249,prot_1001
prot_419,prot_1831
prot_1446,prot_1881
prot_494,prot_2774
prot_199,prot_90
prot_1117,prot_2395
prot_717,prot_1175
prot_1538,prot_808
prot_1792,prot_2224
prot_920,prot_1539
prot_1207,prot_2261
prot_1723,prot_1770
prot_461,prot_825
prot_2433,prot_877
prot_2791,prot_2708
prot_1242,prot_1914
prot_2189,prot_1277
prot_2240,prot_2142
prot_803,prot_30
prot_2395,prot_291
prot_1421,prot_2359
prot_897,prot_2825
prot_1829,prot_986
prot_987,prot_1007
prot_2040,prot_585
prot_588,prot_960
prot_2734,prot_208
prot_581,prot_1631
prot_363,prot_290
prot_1023,prot_2400
prot_1528,prot_57
prot_1037,prot_2575
prot_2736,prot_929
prot_798,prot_618
prot_1499,prot_2632
prot_1610,prot_226
prot_654,prot_284
prot_1949,prot_1517
prot_1610,prot_345
prot_2047,prot_2282
prot_2298,prot_1049
prot_182,prot_2384
prot_1836,prot_2765
prot_1031,prot_418
prot_289,prot_1429
prot_781,prot_2128
prot_145,prot_709
prot_1043,prot_1196
prot_1652,prot_867
prot_408,prot_2440
prot_1132,prot_292
prot_1645,prot_1
prot_2182,prot_2031
prot_1515,prot_278
prot_2746,prot_711
prot_173,prot_1421
prot_1723,prot_1901
prot_1279,prot_660
prot_1488,prot_2608
prot_280,prot_1374
prot_183,prot_2658
prot_1372,prot_2755
prot_1167,prot_2831
prot_647,prot_137
prot_1327,prot_2791
prot_392,prot_2347
prot_1137,prot_782
prot_38,prot_589
prot_444,prot_1093
prot_827,prot_2357
prot_687,prot_919
prot_2283,prot_1248
prot_1800,prot_1348
prot_1304,prot_2595
prot_492,prot_362
prot_1252,prot_2559
prot_2490,prot_2632
prot_1273,prot_777
prot_2195,prot_497
prot_2119,prot_1711
prot_1765,prot_2038
prot_2115,prot_830
prot_2166,prot_780
prot_2504,prot_1101
prot_944,prot_2603
prot_1207,prot_1620
prot_1524,prot_1429
prot_243,prot_1249
prot_1076,prot_1903
prot_1723,prot_609
prot_415,prot_1115
prot_2306,prot_290
prot_1372,prot_20
prot_666,prot_456
prot_417,prot_1208
prot_749,prot_961
prot_2399,prot_2419
prot_2054,prot_1272
prot_223,prot_1324
prot_1251,prot_1590
prot_410,prot_1899
prot_1920,prot_2031
prot_338,prot_1828
prot_2097,prot_560
prot_2505,prot_2000
prot_2797,prot_1205
prot_2504,prot_905
prot_2730,prot_2006
prot_1645,prot_2229
prot_2670,prot_118
prot_1874,prot_1666
prot_1094,prot_1880
prot_2457,prot_1858
prot_2751,prot_108
prot_2772,prot_1985
prot_1241,prot_2072
prot_2142,prot_2382
prot_831,prot_1829
prot_237,prot_1159
prot_1857,prot_341
prot_789,prot_2452
prot_461,prot_2030
prot_1009,prot_2830
prot_735,prot_1294
prot_532,prot_177
prot_1101,prot_1473
prot_1283,prot_661
prot_1479,prot_114
prot_802,prot_1720
prot_578,prot_804
prot_2559,prot_1007
prot_1488,prot_764
prot_1610,prot_1801
prot_1360,prot_1494
prot_2347,prot_2632
prot_2024,prot_1901
prot_1017,prot_201
prot_848,prot_79
prot_229,prot_960
prot_2357,prot_1187
prot_2526,prot_2221
prot_2751,prot_1115
prot_1899,prot_201
prot_1989,prot_860
prot_1624,prot_166
prot_2253,prot_1
prot_2458,prot_982
prot_2243,prot_2600
prot_2768,prot_1201
prot_304,prot_1551
prot_1988,prot_2603
prot_1939,prot_393
prot_15,prot_2458
prot_2259,prot_1597
prot_1989,prot_735
prot_1614,prot_2567
prot_2600,prot_695
prot_2017,prot_2397
prot_1610,prot_1649
prot_1220,prot_2777
prot_877,prot_1628
prot_1934,prot_1
prot_2222,prot_1829
prot_1829,prot_2357
prot_1237,prot_138
prot_1389,prot_1852
prot_2568,prot_1849
prot_1222,prot_403
prot_1937,prot_158
prot_1975,prot_1289
prot_1526,prot_856
prot_130,prot_1723
prot_1714,prot_532
prot_2284,prot_1886
prot_1535,prot_1727
prot_2458,prot_328
prot_229,prot_52
prot_277,prot_1206
prot_297,prot_1551
prot_341,prot_2689
prot_1282,prot_497
prot_1811,prot_1695
prot_335,prot_1212
prot_1250,prot_672
prot_2594,prot_230
prot_1968,prot_311
prot_800,prot_408
prot_1670,prot_1141
prot_1770,prot_1792
prot_1673,prot_2275
prot_2457,prot_308
prot_699,prot_1534
prot_494,prot_858
prot_2093,prot_1120
prot_505,prot_1007
prot_1737,prot_67
prot_1065,prot_1881
prot_2044,prot_915
prot_2462,prot_961
prot_225,prot_1993
prot_235,prot_2528
prot_1971,prot_2397
prot_1673,prot_2021
prot_363,prot_156
prot_2644,prot_804
prot_1422,prot_1160
prot_841,prot_1373
prot_2293,prot_719
prot_925,prot_2072
prot_509,prot_1733
prot_444,prot_1334
prot_74,prot_2137
prot_1057,prot_2042
prot_2030,prot_1358
prot_2015,prot_2626
prot_1033,prot_1881
prot_763,prot_1227
prot_500,prot_2019
prot_1646,prot_1528
prot_1154,prot_800
prot_2571,prot_1640
prot_2108,prot_2171
prot_1825,prot_2302
prot_771,prot_250
prot_2340,prot_1156
prot_1166,prot_305
prot_2357,prot_500
prot_301,prot_2562
prot_592,prot_1809
prot_2203,prot_929
prot_246,prot_2461
prot_1610,prot_2814
prot_2774,prot_188
prot_1282,prot_689
prot_243,prot_536
prot_1873,prot_1045
prot_632,prot_2030
prot_1334,prot_929
prot_1600,prot_2541
prot_96,prot_2703
prot_2534,prot_1600
prot_277,prot_1115
prot_1692,prot_2788
prot_2741,prot_1905
prot_1108,prot_274
prot_1624,prot_2379
prot_2520,prot_2511
prot_2310,prot_277
prot_1537,prot_1610
prot_2240,prot_711
prot_1624,prot_976
prot_1759,prot_2384
prot_363,prot_1304
prot_805,prot_952
prot_2732,prot_2519
prot_2357,prot_401
prot_2428,prot_852
prot_811,prot_2515
prot_1508,prot_100
prot_2508,prot_2395
prot_512,prot_2259
prot_1201,prot_2106
prot_557,prot_2614
prot_2072,prot_831
prot_1567,prot_590
prot_1523,prot_500
prot_952,prot_1392
prot_2466,prot_1494
prot_2089,prot_764
prot_800,prot_631
prot_1941,prot_356
prot_537,prot_785
prot_2352,prot_672
prot_10,prot_1015
prot_1049,prot_2105
prot_2672,prot_532
prot_2709,prot_1832
prot_1697,prot_1009
prot_578,prot_1058
prot_2338,prot_1640
prot_271,prot_1417
prot_1183,prot_1598
prot_1244,prot_1182
prot_2605,prot_1554
prot_1546,prot_753
prot_1899,prot_412
prot_1155,prot_900
prot_1089,prot_1482
prot_1148,prot_444
prot_2109,prot_2632
prot_65,prot_2556
prot_2190,prot_1009
prot_2674,prot_2046
prot_2455,prot_1960
prot_2444,prot_52
prot_1294,prot_1914
prot_2263,prot_474
prot_1482,prot_2437
prot_2406,prot_1551
prot_2498,prot_1856
prot_314,prot_274
prot_2608,prot_929
prot_1799,prot_1852
prot_645,prot_174
prot_2644,prot_1510
prot_2016,prot_1125
prot_1888,prot_1847
prot_1831,prot_2541
prot_1241,prot_2259
prot_415,prot_221
prot_2221,prot_229
prot_357,prot_1640
prot_1749,prot_2164
prot_2635,prot_1115
prot_2754,prot_2007
prot_626,prot_104
prot_2457,prot_1315
prot_946,prot_2072
prot_2066,prot_789
prot_2813,prot_1470
prot_2485,prot_1514
prot_2185,prot_2520
prot_778,prot_1032
prot_2441,prot_1803
prot_2696,prot_2742
prot_840,prot_1142
prot_2038,prot_1453
prot_481,prot_2243
prot_2351,prot_802
prot_277,prot_2461
prot_994,prot_2200
prot_106,prot_2159
prot_678,prot_374
prot_1785,prot_1607
prot_1101,prot_433
prot_2356,prot_2600
prot_867,prot_423
prot_2565,prot_119
prot_174,prot_1711
prot_130,prot_2437
prot_976,prot_2437
prot_1899,prot_2007
prot_48,prot_532
prot_399,prot_2371
prot_2034,prot_959
prot_1953,prot_550
prot_1392,prot_2005
prot_1624,prot_2281
prot_2665,prot_41
prot_2074,prot_1415
prot_1673,prot_277
prot_1681,prot_1332
prot_1018,prot_1773
prot_1448,prot_876
prot_1087,prot_2437
prot_190,prot_735
prot_145,prot_1758
prot_719,prot_806
prot_2672,prot_1888
prot_929,prot_553
prot_741,prot_1178
prot_130,prot_1640
prot_650,prot_2741
prot_1738,prot_20
prot_1090,prot_777
prot_1600,prot_963
prot_1459,prot_1777
prot_1726,prot_2521
prot_1548,prot_2036
prot_494,prot_1914
prot_1538,prot_631
prot_317,prot_1442
prot_2478,prot_532
prot_2783,prot_711
prot_1882,prot_277
prot_1541,prot_959
prot_803,prot_2070
prot_1923,prot_1178
prot_1993,prot_1496
prot_1037,prot_229
prot_1668,prot_969
prot_325,prot_2371
prot_1993,prot_1025
prot_2370,prot_2190
prot_2246,prot_1494
prot_839,prot_2356
prot_1736,prot_1293
prot_1108,prot_2681
prot_2644,prot_843
prot_119,prot_834
prot_1677,prot_1522
prot_719,prot_2632
prot_1723,prot_1856
prot_2523,prot_1711
prot_1631,prot_326
prot_1573,prot_823
prot_934,prot_2527
prot_2431,prot_1613
prot_898,prot_1993
prot_938,prot_843
prot_2752,prot_2431
prot_1254,prot_1617
prot_80,prot_1482
prot_2337,prot_2804
prot_1758,prot_929
prot_1207,prot_1229
prot_2458,prot_999
prot_1149,prot_463
prot_2643,prot_596
prot_1000,prot_110
prot_401,prot_45
prot_1888,prot_2683
prot_1485,prot_114
prot_1109,prot_1158
prot_806,prot_1324
prot_800,prot_1229
prot_1113,prot_2282
prot_2209,prot_2653
prot_2347,prot_1711
prot_1035,prot_2007
prot_2379,prot_651
prot_462,prot_658
prot_2341,prot_1590
prot_1327,prot_1711
prot_241,prot_433
prot_1610,prot_2188
prot_850,prot_473
prot_2668,prot_1199
prot_2321,prot_2045
prot_2072,prot_976
prot_2584,prot_2655
prot_313,prot_208
prot_858,prot_188
prot_760,prot_1232
prot_1876,prot_291
prot_1072,prot_1082
prot_1760,prot_7
prot_2104,prot_1367
prot_1472,prot_2221
prot_7,prot_1276
prot_946,prot_1304
prot_2739,prot_1776
prot_106,prot_1992
prot_2403,prot_2665
prot_2357,prot_15
prot_2273,prot_209
prot_1468,prot_2140
prot_174,prot_293
prot_363,prot_2371
prot_2219,prot_1885
prot_428,prot_1899
prot_1610,prot_881
prot_1656,prot_1138
prot_1107,prot_2053
prot_761,prot_277
prot_955,prot_327
prot_1922,prot_1421
prot_230,prot_272
prot_732,prot_824
prot_883,prot_1773
prot_236,prot_711
prot_882,prot_1267
prot_631,prot_1829
prot_2687,prot_1144
prot_1678,prot_2093
prot_1922,prot_196
prot_2821,prot_800
prot_2827,prot_2335
prot_1836,prot_1858
prot_1960,prot_1495
prot_2327,prot_2357
prot_2614,prot_762
prot_1437,prot_2100
prot_2329,prot_1729
prot_2430,prot_329
prot_1475,prot_2578
prot_74,prot_1378
prot_1944,prot_337
prot_481,prot_2719
prot_961,prot_277
prot_39,prot_2016
prot_2475,prot_255
prot_1199,prot_2595
prot_601,prot_2031
prot_1423,prot_2099
prot_1116,prot_1989
prot_2705,prot_2414
prot_768,prot_622
prot_1575,prot_922
prot_852,prot_2107
prot_910,prot_2697
prot_1494,prot_615
prot_1467,prot_929
prot_720,prot_2395
prot_1201,prot_1422
prot_2457,prot_2377
prot_45,prot_2193
prot_501,prot_1779
prot_956,prot_327
prot_1603,prot_2602
prot_544,prot_408
prot_2291,prot_527
prot_639,prot_1656
prot_2160,prot_2131
prot_733,prot_290
prot_642,prot_2653
prot_1593,prot_961
prot_2529,prot_229
prot_2468,prot_2741
prot_2653,prot_1972
prot_222,prot_2353
prot_2518,prot_2762
prot_498,prot_2581
prot_1636,prot_2201
prot_2099,prot_1286
prot_1056,prot_1009
prot_2509,prot_305
prot_2818,prot_719
prot_970,prot_2655
prot_1263,prot_1628
prot_1299,prot_470
prot_532,prot_1847
prot_281,prot_96
prot_395,prot_929
prot_2471,prot_1950
prot_1836,prot_2539
prot_688,prot_624
prot_340,prot_2813
prot_757,prot_223
prot_276,prot_169
prot_835,prot_1666
prot_2418,prot_1934
prot_2225,prot_929
prot_1825,prot_1570
prot_532,prot_2434
prot_569,prot_1576
prot_1361,prot_1497
prot_2140,prot_1852
prot_808,prot_1924
prot_1842,prot_2755
prot_1049,prot_1223
prot_2422,prot_1831
prot_2448,prot_1965
prot_790,prot_1951
prot_229,prot_1582
prot_333,prot_2608
prot_1858,prot_888
prot_2477,prot_1961
prot_2249,prot_1429
prot_104,prot_764
prot_1158,prot_2354
prot_1852,prot_1729
prot_387,prot_1896
prot_1612,prot_1585
prot_2455,prot_2008
prot_1299,prot_962
prot_1876,prot_952
prot_919,prot_1634
prot_2562,prot_2031
prot_877,prot_1544
prot_1129,prot_819
prot_1390,prot_289
prot_505,prot_473
prot_2357,prot_1978
prot_2357,prot_101
prot_1204,prot_229
prot_2741,prot_1718
